Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Kaipharm,https://www.crunchbase.com/organization/kaipharm,"Artificial Intelligence (AI), Biotechnology, Health Care, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",KaiPharm is an AI-driven drug discovery company with proprietary virtual drug-screening technology and drug-induced transcriptome data.,"48,199",,Active,2018-01-01,year,,,,,For Profit,http://www.kaipharm.com,"KaiPharm Co., Ltd. develops unique drug virtual screening algorithm based on big data and artificial intelligence and provides comprehensive drug discovery solution. We build a multifaceted, integrated database of compound structures, drug-target relationships, drug-disease relationships, drug-induced transcriptome, and have unique data mining technologies. In-house database is the basis for developing artificial intelligence algorithms and providing complex solutions. One of the main project, KMAP, is to produce large drug-induced transcriptome by the next generation sequencing (NGS) and to find repositioning drugs. The KMAP use the method from the publicly available drug transcriptome pattern analysis (CMAP analysis), but expands the scope of analysis and increases the prediction accuracy because it not only produces proprietary data on its own, but also overcomes existing public data limitations by measuring the entire genes’ expression (21,000). We has conducted Internal researches for many years and accumulated analytical know-how. Secondly, for drug virtual screening service, we have two algorithm patents: BEAR registered in US & Korea, BACoN registered in Korea. These algorithms are unique technique that uses only large-scale drug screening data(bioactivity) without using any structural information on the compounds and targets. Uniqueness has been achieved through machine learning formula developed in-house, and the accuracy of prediction is improved by analyzing large data.",Early Stage Venture,5000000000,KRW,4237881
Ubix Therapeutics,https://www.crunchbase.com/organization/ubix-therapeutics,"Biotechnology, Medical","Seoul, Seoul-t'ukpyolsi, South Korea",Ubix Therapeutics is a research and development company that develops anti-cancer drugs.,"48,432",,Active,2018-01-01,year,,,,,For Profit,http://www.ubixtrx.com,,Early Stage Venture,19000000000,KRW,15754433
Aimble,https://www.crunchbase.com/organization/aimble,"Biopharma, Biotechnology, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",Aimble is an AI drug development company that offers drugs to treat intractable diseases.,"49,055",,Active,2020-05-01,month,,,,,For Profit,http://www.aimble.com,,Seed,400000000,KRW,353420
Mitoimmune Therapeutics,https://www.crunchbase.com/organization/mitoimmune-therapeutics,"Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",Mito Immune Therapeutics is a drug research and development biotech company.,"49,253",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://mitoimmune.com,,Early Stage Venture,39500000000,KRW,34963991
Cyrus Therapeutics,https://www.crunchbase.com/organization/cyrus-therapeutics,"Biotechnology, Clinical Trials, Medical, Pharmaceutical","Songpadong, Seoul-t'ukpyolsi, South Korea",Cyrus Therapeutics is a biotechnology company that discovers and develops molecule medicines to conquer chronic diseases.,"49,512",,Active,2019-01-01,year,,,,,For Profit,https://cyrustx.com,,Early Stage Venture,39000000000,KRW,32649705
Tomocube,https://www.crunchbase.com/organization/tomocube,"Biotechnology, Health Care","Daejeon, Taejon-jikhalsi, South Korea",Tomocube is an innovative startup providing 3D holographic microscopy for scientists and clinicians.,"49,611",Less than $1M,Active,2015-08-27,day,,,,,For Profit,http://www.tomocube.com/,"Tomocube’s is dedicated to delivering products that can enhance biological and medical research via novel optical solutions that can assist Tomocube in understanding, diagnosing, and treating human diseases. Current optical microscopes only provide users with a 2D view of their sample. To get a 3D view, users must use expensive and invasive electron or confocal microscopes, which require extensive pre-preparation of samples and are not amenable to dynamic samples such as live cells. Their platform enables researchers to measure nanoscale, real-time, dynamic images of individual living cells without the need for sample preparation.",Late Stage Venture,26200000000,KRW,22743151
Genome & Co.,https://www.crunchbase.com/organization/genome-co,"Biotechnology, Health Care","Seongnam, Kyonggi-do, South Korea",Genome & Co (G&C) is a microbiome based research and development company focused on researching microbes and probiotics.,"50,057",$1M to $10M,Active,2015-01-01,day,,,,,For Profit,http://genomecom.co.kr,"Genome & Company is a biotechnology company that researches microbes and probiotics and develops dietary supplements, cosmeceuticals, and new drugs for obesity, diabetes, acne, atopic dermatitis, and cancer.",Early Stage Venture,17600000000,KRW,16272226
iN Therapeutics,https://www.crunchbase.com/organization/enter-bdfd,"Biotechnology, Pharmaceutical, Therapeutics","Yongsin, Kyonggi-do, South Korea",iN Therapeutics is a biotechnology platform that develops new drugs for patients suffering from incurable neurological diseases.,"50,198",,Active,2020-01-01,year,,,,,For Profit,http://www.intherapeutics.com,,Early Stage Venture,40000000000,KRW,34225435
GI Innovation,https://www.crunchbase.com/organization/gi-innovation,Biotechnology,"Seoul, Seoul-t'ukpyolsi, South Korea",GI Innovation is a global leader of microbiome drug development.,"50,291",,Active,2017-01-01,year,,,,,For Profit,http://www.gi-innovation.com,"GI Innovation is a South Korean bio-venture company, integrating basic science and translational innovation in developing biologics for patients around the world. GI Innovation’s strategic focus is on immuno-oncology and inflammation/immunology diseases. GI Innovation has established GI-SMART platform technology that is designed to accelerate the development of biologics through the efficient optimization of multi-targeting fusion protein therapeutics with high quality and high productivity.",Late Stage Venture,227344302,USD,227344302
LISCure Biosciences,https://www.crunchbase.com/organization/liscure-biosciences,"Biotechnology, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",LISCure Biosciences is a biotech company that researches and develops bacteria-mediated immunotherapy.,"50,751",$1M to $10M,Active,2018-12-01,month,,,,,For Profit,http://www.liscure.bio/,"LISCure Biosciences is a developer of bacteria-mediated immunotherapy designed to treat tumors as well as degenerative neurological, autoimmune and metabolic diseases. The company currently has seven pipelines of medicine and two pipelines of health-functioning food and is considering the introduction of two more pipes.",Early Stage Venture,17500000000,KRW,15739025
CellBion,https://www.crunchbase.com/organization/cellbion,"Biotechnology, Pharmaceutical, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",CellBion specializes in radiopharmaceuticals and radioligand therapy.,"50,772",,Active,2010-01-01,year,,,,,For Profit,http://www.cellbion.co.kr,"CellBion specializes in radiopharmaceuticals and radioligand therapy. The company's services include diagnostic drug and medication research and development for cardiovascular diseases, inflammation, prostate cancer, imaging agents for bones, and kidney scintigraphy.",,8000000000,KRW,5920043
Wellmarker Bio,https://www.crunchbase.com/organization/wellmarker-bio,"Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea","Wellmarker Bio Co., Ltd. is the first spin off company.","50,826",$1M to $10M,Active,2016-12-22,day,,,,,For Profit,http://www.wmbio.co/,"Their Company has developed a biomarker-based cancer drugs based on accumulated developmental experience and know-how. They have a new drug development institute including synthetic and bio-research and management support center. Utilizing R&D infrastructure from Asan Medical Center in Seoul Republic of Korea they are focusing on developing new drugs that overcome resistance of existing therapeutic approaches. Additionally they are focusing on developing first-in-class biomarker-based drugs for medical unmet needs in various cancers such as colon cancer, lung cancer and liver cancer.",Late Stage Venture,14000000000,KRW,11840842
ExoStemTech,https://www.crunchbase.com/organization/exostemtech,"Biotechnology, Genetics, Health Care, Product Research","Ansan, Inch'on-jikhalsi, South Korea","ExoStemTech is a biotechnology company that develops stem cell exosome therapeutics, plant exosomes, and anti-cancer drugs.","51,269",,Active,2016-01-01,year,,,,,For Profit,https://www.exostemtech.com,,Early Stage Venture,14000000000,KRW,11923539
SN BioScience,https://www.crunchbase.com/organization/sn-bioscience,Biotechnology,"Seongnam, Kyonggi-do, South Korea",SN BioScience is developing cutting-edge platform technology.,"51,470",$1M to $10M,Active,2017-05-01,month,,,,,For Profit,http://snbioscience.com/,"SN BioScience provide nano-formulation screening services for small molecule, oligonucleotide (siRNA, DNA), peptide and protein to deliver in the form of nano-micelle, nanoparticle or liposome. Their proprietary “double core-shell technology” and pool of acceptable lipids and polymers could help your research that having difficulties in solubility or delivery.",Early Stage Venture,6161144,USD,6161144
Gencurix,https://www.crunchbase.com/organization/gencurix,"Biotechnology, Health Care, Medical, Precision Medicine","Seoul, Seoul-t'ukpyolsi, South Korea",Gencurix develops various diagnostic products to support precision medicine.,"52,074",,Active,2011-09-21,day,,,,,For Profit,http://www.gencurix.com/,,,61999981900,KRW,55801640
ImmunoBiome,https://www.crunchbase.com/organization/immunobiome,Biotechnology,"Pohang, Kyongsang-bukto, South Korea",ImmunoBiome is a biotech company developing microbiome therapeutics to treat incurable diseases like autoimmune diseases.,"52,287",,Active,2019-06-20,day,,,,,For Profit,https://en.immunobiome.co.kr/,"ImmunoBiome aims to develop microbiome therapeutics to treat incurable diseases like cancer and autoimmune diseases based on our top-notch immunology, bioinformatics, and microbiome-oriented basic research.",Early Stage Venture,27230000,USD,27230000
MetaFines,https://www.crunchbase.com/organization/metafines,"Biotechnology, Health Care, Medical","Seongnam, Kyonggi-do, South Korea",MetaFines is researching and developing anti-cancer drugs using cancer metabolism.,"52,498",,Active,2018-10-08,day,,,,,For Profit,http://www.metafines.com/,"MetaFines is a biopharma firm that creates anticancer medications with the goal of preventing the spread of cancer. By extending and reconfiguring the indications of off-label medications for terminal tumors, the company creates minimal anticancer pharmaceuticals. It also provides subcutaneous injections and therapies, allowing patients to fight cancer and enhance their standard of living with cancer metabolism. The company develops ow-toxic medicines for metabolic cancer. This low-toxic metabolic anti-cancer agent is distinguished by being created so that metabolic anti-cancer agents that limit cell growth but operate via various pathways can work in concert with one another.",Early Stage Venture,29000000000,KRW,23800820
AffyXell Therapeutics,https://www.crunchbase.com/organization/affyxell-therapeutics,"Biotechnology, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",AffyXell Therapeutics develops novel mesenchymal stem cell therapies.,"53,185",,Active,2020-01-01,year,,,,,For Profit,http://affyxell.com/,AffyXell was established in January 2020 by Avacta and Daewoong as a joint venture to develop novel mesenchymal stem cell (MSC) therapies.,,8000000000,KRW,7159528
