Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
QSR Brands,https://www.crunchbase.com/organization/qsr-brands,"Food and Beverage, Food Processing, Restaurants","Selangor, Selangor, Malaysia",QSR Brands is best known as the company that operates KFC and Pizza Hut. ,"335,401",Active,2002-01-01,year,2013-01-01,day,,,For Profit,http://qsrbrands.com,QSR Brands is best known as the company that operates KFC and Pizza Hut.,M&A,,,
MyEG Services,https://www.crunchbase.com/organization/myeg-services,Information Technology,"Petaling Jaya, Selangor, Malaysia","MyEG, an MSC-status company listed on the Main Market of Bursa Malaysia Securities Berhad.","335,727",Active,2000-01-01,year,,,,,For Profit,https://www.myeg.com.my,"MyEG, an MSC-status company listed on the Main Market of Bursa Malaysia Securities Berhad, is Malaysia’s e-Government services provider. The Group’s principal activities comprise of the development and implementation of e-Government services and the provision of other related services for the e-Government services projects",,,,
Fourtitude.Asia,https://www.crunchbase.com/organization/fourtitude-asia,"Information Technology, UX Design, Web Apps","Petaling Jaya, Selangor, Malaysia",Fourtitude.Asia is a unique pool of different disciplines working in concert with technology at the core of their efforts.,"346,947",Active,2000-01-01,year,,,,,For Profit,http://www.fourtitude.asia,Fourtitude.asia is a unique pool of different disciplines working in concert with technology at the core of our efforts. It is this synergy that enables us to solve problems using a multi-perspective approach – empowering businesses by crafting solutions that work.,,,,
ManagePay International,https://www.crunchbase.com/organization/managepay-international,"Electronics, FinTech","Selangor, Selangor, Malaysia","MPay is a provider of end-to-end electronic payment (“e-Payment”) solutions for banks and financial institutions, merchants .","347,255",Active,2000-01-01,year,,,,,For Profit,http://www.managepay.com,"ManagePay Systems Berhad (“MPay”) is a provider of end-to-end electronic payment (“e-Payment”) solutions for banks and financial institutions, merchants and card issuers with operations in Malaysia. The Company is currently listed on the ACE Market of Bursa Malaysia with market capitalization in excess of RM120 million.  MPay has obtained notification of compliance from Bank Negara Malaysia (“BNM”) to operate its MPay payment systems in January 2013, pursuant to Section 5(3) of the Payment Systems Act 2003 which allow MPay to undertake merchant acquiring and to own direct business relationship with the merchants, facilitating merchants’ ability to accept credit, debit, loyalty and stored-value cards.  In February 2015, MPay has received a letter of approval from BNM for the issuance of e-Money as in MPay Balance virtual account and MPay MasterCard Prepaid Card. With these e-Money products, MPay is able to package an end-to-end ecosystem to the major retailers in Malaysia, ranging from general purpose reloadable card, travel card, gift card, salary card and etc. MPay’s business objective is to develop a disruptive yet complete consumer payment products and services, coupled with wide range of international payment capability/operation certification and security compliance such as those certified by card schemes, EMVCO and PCISSC.  MPay is well established to become a major Regional end-to-end Payment and Financial Service solution & service provider by creating the differentiation from competitors and existing market with new and comprehensive Payment Innovates to capture new business opportunities and potentials now exist in FinTech space.",,,,
Swift Haulage Sdn Bhd,https://www.crunchbase.com/organization/swift-haulage-sdn-bhd,"Logistics, Service Industry","Kuala Lumpur, Kuala Lumpur, Malaysia",Swift Haulage Sdn Bhd is fastest growing fully integrated logistics provider.,"353,951",Active,2000-01-01,year,,,,,For Profit,http://www.swiftlogistics.com.my,"Swift Haulage Sdn Bhd is fastest growing fully integrated logistics provider, is consistently ranked as the top hauliers in Port Klang with the largest market share in terms of twenty-foot equivalent unit (TEU) volume. The Group offers logistics solutions ranging from haulage, freight forwarding, project logistics, warehouse and yard management, specialised transportation, consolidation of cargo, cross border trucking, container depot services, inland distribution, ship husbandry and commercial vehicles repair and maintenance. The Group is Multimodal Transport Operator (MTO) and PETRONAS license holders.",Private Equity,,USD,
Poratha Corporation,https://www.crunchbase.com/organization/poratha-corporation,"Construction, Industrial, Manufacturing, Mechanical Engineering","Semenyih, Selangor, Malaysia","Poratha Corporation specializes in mechanical engineering, construction, and maintenance work.","360,747",Active,2000-01-01,year,,,,,For Profit,https://www.poratha.my/porathaec,,,,,
IFP Group of Companies,https://www.crunchbase.com/organization/ifp-7108,"Civil Engineering, Industrial, Industrial Engineering, Mechanical Engineering","Shah Alam, Selangor, Malaysia","IFP Group of Companies is an oil and gas group that offers process, piping, mechanical, electrical, and civil engineering services.","366,657",Active,2001-01-01,year,,,,,For Profit,https://www.ifp.com.my/,,,,,
Xynapse,https://www.crunchbase.com/organization/xynapse,"Cyber Security, Information Services, Information Technology","Kuala Lumpur, Kuala Lumpur, Malaysia",Xynapse is a technology company with an uncompromised focus in innovation and shareholders’ value creation. ,"366,670",Active,2001-01-01,year,,,,,For Profit,http://www.xynapse-asia.com,Xynapse is a technology company with an uncompromised focus in innovation and profitability to sustain and grow its operation organically.,,,,
IGB Berhad,https://www.crunchbase.com/organization/goldis-bhd,Financial Services,"Kuala Lumpur, Kuala Lumpur, Malaysia","IGB Berhad is engages in the property investment, development, and management businesses primarily in Malaysia. ","369,793",Active,2000-01-01,year,2006-05-11,day,,,For Profit,http://www.igbbhd.com,"Goldis Berhad (""Goldis"") was incorporated in Malaysia on 1 June 2000 as a private company under the name of Dimensi Subuh Sdn Bhd and was converted to a public company on 23 November 2000. It was renamed Gold IS Berhad on 31 January 2001 and subsequently renamed as Goldis Berhad on 8 July 2005.  Goldis assumed the listing status of Tan & Tan Developments Berhad (""Tan & Tan"") following the implementation of the merger exercise between Tan & Tan and its associated company, IGB Corporation Berhad (""IGB"").  As a result of the merger, IGB emerged as one of the largest mega property corporations in Malaysia and Goldis became the major substantial shareholder of IGB. Goldis is an investment company with private equity investments in Malaysia and China. Goldis focuses on Life Sciences, Water/wastewater treatment, Information Communications Technology (ICT) and Organic Aquaculture. The principal investment strategy of Goldis has always been to continuously identify and invest in sectors with high growth potential and to build businesses within those sectors.",IPO,,,
Brandt International Sdn Bhd,https://www.crunchbase.com/organization/brandt-international-sdn-bhd,"Consulting, Information Technology","Kuala Lumpur, Kuala Lumpur, Malaysia",Business Transformation Consulting/Training and Outsourcing Company.,"374,432",Active,2004-01-01,year,,,,,For Profit,http://brandtinternational.com/,,,,,
UZMA,https://www.crunchbase.com/organization/uzma,"Industrial, Industrial Engineering, Oil and Gas","Petaling Jaya, Selangor, Malaysia",UZMA is an oil and gas geoscience and reservoir engineering services company.,"374,969",Active,2000-01-01,day,2008-07-29,day,,,For Profit,http://www.uzmagroup.com,"UZMA is an integrated regional energy and technology company. They provide solutions to the exploration, development, and production value chain of the oil and gas industry. they integrated well solutions, production solutions, subsurface solutions and other upstream services which involves the provision of geoscience and reservoir engineering, drilling, project and operations services, and other specialized services within the chemicals, petrochemical and chemcial products, equipment and services",IPO,,,
Prasarana,https://www.crunchbase.com/organization/prasarana,"Finance, Service Industry, Transportation","Kuala Lumpur, Kuala Lumpur, Malaysia",Prasarana is a wholly-owned government company that provides public transportation systems and services.,"379,091",Active,2002-01-01,year,,,,,For Profit,https://www.prasarana.com.my/,Prasarana is a wholly-owned government company that provides public transportation systems and services. It offers management and engineering consultancy for customers. It is based in Kuala Lumpur.,,,,
Pc Image,https://www.crunchbase.com/organization/pc-image,"Commercial, Electronics, PC Games, Retail, Sales","Taman Pelangi, Johor, Malaysia",Pc Image is a computer store that provides laptops and gaming laptops.,"394,854",Active,2003-01-01,year,,,,,For Profit,https://pcimage.com.my,"PC Image is aware of their customers' preferences and needs. For example, they provide customers with a wide range of options and the most cutting-edge products, as well as experts, advice, and a high degree of professionalism. In addition, for the convenience of our clients, they offer a 0% Easy Payment Plan or Aeon credit service, as well as interlink after-sales support and warranty service. In their products and services, they strive for consistency, quality, and perfection.",,,,
Fireworks Solutions Sdn Bhd,https://www.crunchbase.com/organization/fireworks-solutions-sdn-bhd,"Android, Apps, iOS","Petaling Jaya, Selangor, Malaysia",Fireworks is a Malaysia mobile application developer specializes in mobile apps development.,"397,618",Active,2003-01-01,year,,,,,For Profit,http://fireworks.my,,,,,
UniMAP,https://www.crunchbase.com/organization/unimap,"E-Learning, Education, Higher Education","Arau, Perlis, Malaysia",UniMAP is a higher educational school located in Arau.,"398,557",Active,2001-01-01,day,,,,,For Profit,http://www.unimap.edu.my,"Uniswap customer support, Uniswap customer care Uniswap customer care number Uniswap customer service Uniswap support,",,,,
Maximus System Solutions Sdn Bhd,https://www.crunchbase.com/organization/maximus-system-solutions-sdn-bhd,"Information Technology, SEM, SEO","Cheras, Negeri Sembilan, Malaysia",Maximus System Solutions Sdn Bhd is a Google Certified Partner and a Search Engine Optimization company in Malaysia.,"406,415",Active,2002-01-07,day,,,,,For Profit,https://www.maximus.com.my/google-seo-package.html,"Maximus System Solutions Sdn Bhd is a Google Certified Partner and a Search Engine Optimization company in Malaysia. The company has experience in SEO Malaysia since the year 2003. It provides dynamic web development solutions and Search Engine Optimization (SEO) for organizations of any size. Our primary goal is to build a cutting-edge website with good traffic via SEO for your business. We meet with clients to discuss their business and its long-term goals in order to build the most appropriate solution for their company We provide SEO Money Back Guarantee since 2003. (Yes! we are the pioneer on SEO Money Back Guarantee in Malaysia). Not many SEO companies dare to offer money back guarantee if keywords fail to rank. With our past track records, skills and experiences, we are confident to provide money back guarantee if none of the keywords rank. Furthermore, Our SEO Package Price is affordable. (Start from RM 800++/month).",,,,
K-One,https://www.crunchbase.com/organization/k-one,"Electronics, Manufacturing, Medical Device","Petaling Jaya, Selangor, Malaysia","K-One is a manufacturer of medical devices, IoT devices, and consumer electronic products.","406,416",Active,2001-01-01,day,2006-01-01,day,,,For Profit,https://www.k-one.com/,"K-One is a one-stop technology solutions provider. They manufacture products including pill planners, blood testing devices, and oral care gadgets for the healthcare industry. It also provides cloud solutions and services to local and regional enterprises.",IPO,,,
Captivate,https://www.crunchbase.com/organization/captivate-584b,"Advertising, Logistics, Staffing Agency, Warehousing","Damansara, Kuala Lumpur, Malaysia",Captivate provides advertising and logistics services.,"412,030",Active,2000-01-01,year,,,,,For Profit,https://captivate.com.my,"Captivate is a one-stop brand activation and field force management providing business partnering services from the inception of a concept to retail store execution. They strive for innovative solutions to drive efficiency and execution excellence with the optimal route to market. They provide advertising, staffing agency, brand activation, merchandising, and promoters.",,,,
Kelington Group,https://www.crunchbase.com/organization/kelington-group,"Electronics, Industrial, Manufacturing, Semiconductor","Shah Alam, Selangor, Malaysia",Kelington provides purity gas delivery solutions to the electronics and semiconductor industry.,"415,626",Active,2000-01-01,day,2009-11-01,day,,,For Profit,https://www.kelington-group.com/,"Kelington is an electronics and semiconductor company. They offer services for the oil and gas, oleochemical, pharmaceutical, food and beverage, biotechnology, and medical industries.",IPO,,,
RUSD Investment Bank,https://www.crunchbase.com/organization/rusd-investment-bank,"Banking, Financial Services, Wealth Management","Labuan, Labuan, Malaysia","RUSD Investment Bank is a financial firm that provides portfolio management, investment banking, and estate planning services.","418,209",Active,2002-08-01,month,,,,,For Profit,http://www.rusdbank.com/,,,,,
Newfields Group,https://www.crunchbase.com/organization/newfields-group,"Advice, Property Management, Real Estate, Real Estate Investment","Kuala Lumpur, Kuala Lumpur, Malaysia","Newfields Group provides advisory, investment, and land acquisition services for residential and commercial properties.","422,799",Active,2001-01-01,year,,,,,For Profit,https://www.newfields.com.my,,,,,
Aramis Group,https://www.crunchbase.com/organization/aramis-f679,"Asset Management, Consulting, Project Management","Petaling, Kuala Lumpur, Malaysia","Aramis Group provides project engineering and asset management services for the oil, petrochemical, and energy industries.","424,644",Active,2003-01-01,year,,,,,For Profit,https://aramis-gr.com,"Aramis Group provides commissioning, engineering studies, construction management, asset integrity engineering, audit and performance improvements, turnaround management, dynamic processes, flow simulation, advanced process control, and energy management system services.",,,,
e-Lock,https://www.crunchbase.com/organization/e-lock,"Cyber Security, Security","Kuala Lumpur, Kuala Lumpur, Malaysia",e-Lock is a dedicated cybersecurity firm.,"430,489",Active,2002-01-01,day,,,,,For Profit,https://www.elock.com.my,,,,,
